"querynumero","execucaonumero","tempoexecucao"
40,45,"0.000425"
40,46,"0.000416"
40,47,"0.000446"
40,48,"0.000494"
40,49,"0.001088"
40,50,"0.000545"
41,1,"0.000575"
41,2,"0.003364"
41,3,"0.001074"
41,4,"0.000483"
41,5,"0.000436"
41,6,"0.000381"
41,7,"0.000405"
41,8,"0.000386"
41,9,"0.000406"
41,10,"0.000393"
41,11,"0.000377"
41,12,"0.000394"
41,13,"0.000377"
41,14,"0.000394"
41,15,"0.000394"
41,16,"0.000716"
41,17,"0.000677"
41,18,"0.000887"
41,19,"0.000523"
41,20,"0.000399"
41,21,"0.000559"
41,22,"0.000446"
41,23,"0.000644"
41,24,"0.000490"
41,25,"0.000384"
41,26,"0.000365"
41,27,"0.000374"
41,28,"0.000367"
41,29,"0.004987"
41,30,"0.001079"
41,31,"0.000504"
41,32,"0.000402"
41,33,"0.000468"
41,34,"0.000422"
41,35,"0.000384"
41,36,"0.000376"
41,37,"0.000401"
41,38,"0.000591"
41,39,"0.000512"
41,40,"0.000393"
41,41,"0.000370"
41,42,"0.000616"
41,43,"0.000457"
41,44,"0.000393"
41,45,"0.000372"
41,46,"0.000377"
41,47,"0.000369"
41,48,"0.000366"
41,49,"0.000377"
41,50,"0.000376"
42,1,"0.000657"
42,2,"0.000606"
42,3,"0.000440"
42,4,"0.001663"
42,5,"0.001114"
42,6,"0.000743"
42,7,"0.000438"
42,8,"0.000409"
42,9,"0.000654"
42,10,"0.000461"
42,11,"0.000387"
42,12,"0.000452"
42,13,"0.000435"
42,14,"0.000369"
42,15,"0.000609"
42,16,"0.000452"
42,17,"0.000388"
42,18,"0.000379"
42,19,"0.000475"
42,20,"0.000916"
42,21,"0.000568"
42,22,"0.000550"
42,23,"0.000414"
42,24,"0.000510"
42,25,"0.000403"
42,26,"0.000387"
42,27,"0.000372"
42,28,"0.000414"
42,29,"0.000687"
42,30,"0.000506"
42,31,"0.000410"
42,32,"0.010743"
42,33,"0.000621"
42,34,"0.000439"
42,35,"0.000412"
42,36,"0.000398"
42,37,"0.000372"
42,38,"0.000382"
42,39,"0.000371"
42,40,"0.000365"
42,41,"0.000375"
42,42,"0.000364"
42,43,"0.000372"
42,44,"0.000369"
42,45,"0.000366"
42,46,"0.000372"
42,47,"0.000380"
42,48,"0.000371"
42,49,"0.001117"
42,50,"0.000693"
43,1,"0.000628"
43,2,"0.000486"
43,3,"0.000465"
43,4,"0.000443"
43,5,"0.000444"
43,6,"0.000456"
43,7,"0.000465"
43,8,"0.000441"
43,9,"0.000450"
43,10,"0.001541"
43,11,"0.000713"
43,12,"0.000485"
43,13,"0.000450"
43,14,"0.000447"
43,15,"0.000439"
43,16,"0.000433"
43,17,"0.000451"
43,18,"0.000438"
43,19,"0.000450"
43,20,"0.000436"
43,21,"0.000454"
43,22,"0.000447"
43,23,"0.000462"
43,24,"0.000483"
43,25,"0.000526"
43,26,"0.000565"
43,27,"0.000486"
43,28,"0.004265"
43,29,"0.000703"
43,30,"0.000585"
43,31,"0.000475"
43,32,"0.000456"
43,33,"0.000455"
43,34,"0.000444"
43,35,"0.000561"
43,36,"0.000480"
43,37,"0.000452"
43,38,"0.000450"
43,39,"0.000473"
43,40,"0.000461"
43,41,"0.000485"
43,42,"0.000692"
43,43,"0.000624"
43,44,"0.000557"
43,45,"0.000455"
43,46,"0.000477"
43,47,"0.000442"
43,48,"0.000446"
43,49,"0.000443"
43,50,"0.000443"
44,1,"0.006396"
44,2,"0.005536"
44,3,"0.005477"
44,4,"0.006758"
44,5,"0.052717"
44,6,"0.012210"
44,7,"0.017605"
44,8,"0.004898"
44,9,"0.004845"
44,10,"0.009313"
44,11,"0.005987"
44,12,"0.006411"
44,13,"0.004988"
44,14,"0.005314"
44,15,"0.006241"
44,16,"0.006225"
44,17,"0.008917"
44,18,"0.006870"
44,19,"0.004997"
44,20,"0.011023"
44,21,"0.005592"
44,22,"0.007278"
44,23,"0.006148"
44,24,"0.019163"
44,25,"0.005782"
44,26,"0.005133"
44,27,"0.005035"
44,28,"0.007909"
44,29,"0.004840"
44,30,"0.004644"
44,31,"0.007113"
44,32,"0.005068"
44,33,"0.004713"
44,34,"0.005941"
44,35,"0.005725"
44,36,"0.004639"
44,37,"0.007851"
44,38,"0.005318"
44,39,"0.004674"
44,40,"0.008619"
44,41,"0.004636"
44,42,"0.007072"
44,43,"0.004858"
44,44,"0.004733"
44,45,"0.008227"
44,46,"0.005659"
44,47,"0.004667"
44,48,"0.006921"
44,49,"0.004994"
44,50,"0.004679"
45,1,"0.000955"
45,2,"0.003572"
45,3,"0.001100"
45,4,"0.000787"
45,5,"0.000788"
45,6,"0.000789"
45,7,"0.000815"
45,8,"0.000802"
45,9,"0.000788"
45,10,"0.000780"
45,11,"0.000783"
45,12,"0.000784"
45,13,"0.000791"
45,14,"0.000819"
45,15,"0.000788"
45,16,"0.000806"
45,17,"0.000819"
45,18,"0.000804"
45,19,"0.001977"
45,20,"0.001123"
45,21,"0.003069"
45,22,"0.000886"
45,23,"0.000834"
45,24,"0.000828"
45,25,"0.000836"
45,26,"0.000861"
45,27,"0.001139"
45,28,"0.001097"
45,29,"0.000812"
45,30,"0.000867"
45,31,"0.000772"
45,32,"0.000777"
45,33,"0.000922"
45,34,"0.001991"
45,35,"0.001117"
45,36,"0.000943"
45,37,"0.000809"
45,38,"0.000780"
45,39,"0.000765"
45,40,"0.000775"
45,41,"0.000765"
45,42,"0.000774"
45,43,"0.001805"
45,44,"0.001090"
45,45,"0.000847"
45,46,"0.000844"
45,47,"0.000843"
45,48,"0.000854"
45,49,"0.000795"
45,50,"0.001274"
46,1,"0.002887"
46,2,"0.002759"
46,3,"0.002303"
46,4,"0.002499"
46,5,"0.002377"
46,6,"0.002293"
46,7,"0.006501"
46,8,"0.002310"
46,9,"0.002239"
46,10,"0.002257"
46,11,"0.002675"
46,12,"0.003001"
46,13,"0.002857"
46,14,"0.002334"
46,15,"0.002427"
46,16,"0.002775"
46,17,"0.002337"
46,18,"0.008591"
46,19,"0.003265"
46,20,"0.002343"
46,21,"0.002322"
46,22,"0.003114"
46,23,"0.002912"
46,24,"0.004400"
46,25,"0.002435"
46,26,"0.002432"
46,27,"0.002407"
46,28,"0.005752"
46,29,"0.002300"
46,30,"0.002238"
46,31,"0.002301"
46,32,"0.002259"
46,33,"0.002231"
46,34,"0.003999"
46,35,"0.002889"
46,36,"0.002345"
46,37,"0.002351"
46,38,"0.002584"
46,39,"0.002283"
46,40,"0.003514"
46,41,"0.002280"
46,42,"0.002242"
46,43,"0.003402"
46,44,"0.002252"
46,45,"0.002261"
46,46,"0.002975"
46,47,"0.002341"
46,48,"0.002692"
46,49,"0.002425"
46,50,"0.002534"
